"procedure_description"
"NOSE, NASENDOSCOPY"
"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR SINGLE CHAMBER (INCLUSIVE OF DFT)"
"Anus, Perineal Abscess, Saucerisation/Drainage (SF841A)"
"PHOTOREFRACTIVE KERATECTOMY/PHOTOTHERAPEUTIC KERATECTOMY (FOR DISEASED EYE)"
"Kidney, Various Lesions, Radical Nephrectomy, MIS (SG710K)"
"SKIN AND SUBCUTANEOUS TISSUE, WOUND (SMALL<3CM), SECONDARY SUTURE"
"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ASPIRATION"
"COLON, VARIOUS LESIONS, TOTAL COLECTOMY WITH ILEORECTAL ANASTOMOSIS/ILEOSTOMY (SF804C)"
"Radius and Ulna, Fracture/Dislocation, Open Reduction and Internal Fixation with or without Bone Gra"
"LYMPH NODE (INGUINAL), VARIOUS LESIONS, RADICAL EXCISION (SE806L)"
"BLADDER/URETHRA, CYSTOSCOPY, WITH URETHRAL DILATATION"
"UTERUS, VARIOUS LESIONS, CURETTAGE WITH/WITHOUT DILATATION (SI843U)"
"FINGER, SWAN NECK/BOUTONNIERE DEFORMITY (SINGLE), CORRECTION"
"SKIN (UPPER LIMB), OPEN WOUND, MAJOR DESLOUGHING"
"Artery (Femoral/Iliac), Thrombosis, Endarterectomy (SD807A)"
"Patella, Fracture, Open Reduction and Internal Fixation (SB800P)"
"HAND AND WRIST-RHEUMATOID HAND RECONS INCLUDING MULT JOINT SYNOVECTOMY, BONE/JOINT PROC WITH ARTHROP"
"ABDOMEN, RETROPERITONEUM, ABSCESS, DRAINAGE WITH/WITHOUT LAPAROTOMY (SF707A)"
"SPINAL/EPIDURAL REMOVAL, REVISION OF IMPLANTED RESERVOIR DEVICE (E.G. PAR) (SK730S)"
"HAND, SOFT TISSUE TUMOR, EXCISION <1.5CM"
"Vein, Varicose Veins, Imaging Guided Endovenous Laser Treatment, 2 Legs (SD714V)"
"LOWER LIMB, CRUSH INJURIES (LIMITED), DEBRIDEMENT WITH REPAIR OF BONE AND SOFT TISSUES (SB801L)"
"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (MULTIPLE), NON-JOINT (SB715H)"
"Tonsils, Hemorrhage, Hemostasis (SM704T)"
"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHO-JEJUNOSTOMY (SF802B)"
"Wrist, Distal Radius Fracture, ORIF - Simple Open Reduction and Pinning (SB705W)"
"ORBIT, RECONSTRUCTION, EXTENSIVE FLOOR/MEDIAL WALL FRACTURE"
"WRIST, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY, OPEN/MIS/NAVIGATED (SB715W)"
"BLADDER, CYSTOSCOPY, EXTERNAL SPHINCTEROTOMY FOR NEUROGENIC BLADDER NECK OBSTRUCTION"
"VAS DEFERENS, VARIOUS LESIONS, VARICOCELECTOMY (MICROSURGICAL)"
"HAND, DEFORMITIES, MAJOR RECONSTRUCTIVE PROCEDURES"
"MASTOID, VARIOUS LESIONS, MASTOIDECTOMY (RADICAL/MODIFIED RADICAL) WITH MYRINGOPLASTY AND OSSICULAR "
"ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITHOUT BOWEL RESECTION"
"UTERUS, PROLAPSE, VAGINAL HYSTERECTOMY (SI837U)"
"OVARY, VARIOUS LESIONS, BIOPSY (SI807O)"
"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR (SINGLE)"
"SHOULDER FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (3 OR MORE PART FRACTURE) (SB702"
"BONE AND JOINTS (UPPER LIMB), DEFORMITIES, OSTEOTOMIES AND FIXATION WITH OR WITHOUT FLUOROSCOPY/BONE"
"MANDIBLE AND MAXILLA, OLD FRACTURES / OSTEOTOMY, REMOVAL OF PLATES OR WIRES"
"BONE, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LA"
"SKIN, DEFECT, NEUROVASCULAR ISLAND FLAP (SA706S)"
"HEART, LEFT VENTRICULAR ANEURYSM, RESECTION WITHOUT CORONARY ARTERY BYPASS (SD816H)"
"MOUTH, LEUKOPLAKIA, WIDE EXCISION AND SKIN GRAFTING (SF814M)"
"BONE (LOWER LIMB), OSTEOMYELITIS, SIMPLE DRAINAGE"
"SHOULDER, DEFORMITIES, CORRECTIVE SURGERY, OSTEOTOMY"
"FACE, INFECTION / OSTEOMYELITIS, SIMPLE DRAINAGE /SEQUESTRECTOMY"
"ARTERY, BYPASS, VISCERAL, SINGLE"
"EYELID RETRACTOR REPAIR FOR INVOLUTIONAL ENTROPION (UNILATERAL ONE LID) (SL822E)"
"BREAST, TU (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MX/ PARTIAL MX, WITH AXILIARY CLEARANCE,"
"EAR (MIDDLE), VARIOUS LESIONS, STAPEDECTOMY (SM803E)"
"THORAX, THORACOSCOPY, WITH/WITHOUT DIVISION OF PLEURAL ADHESIONS"
"VAGINA, ENTEROCOELE, CYSTOCOELE, RECTOCOELE, VAGINAL SACROSPINOUS LIGAMENT / ILIOCOCCYGEUS FIXATION "
"KNEE, MENISCUS/CARTILAGE, ARTHROSCOPIC ASSISTED ALLOGRAFT MENISCAL TRANSPLANTATION"
"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND SMALL FULL THICKNESS GRAFT"
"WRIST, DISTAL RADIUS FRACTURE, ORIF - SIMPLE OPEN REDUCTION AND PINNING (SB705W)"
"ANUS, ISCHIORECTAL ABSCESS, SAUCERISATION (SF840A)"
"LIVER, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (FOCAL LESIONS, TARGETED)"
"BRAIN, EPILEPSY, CRANIOTOMY, SIMPLE"
"THUMB, PARALYSIS, OPPONENS PLASTY"
"SCROTUM, EXPLORATION, DETORSION OF TESTIS AND BILATERAL TESTES FIXATION"
"LYMPHATICS, LYMPHEDEMA, EXCISION (MODERATE)"
"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (<3CM) (SG714B)"
"Ureter, Various Lesions, Boari Flap Reimplantation (SG804U)"
"COLON, VARIOUS LESIONS, COLOSTOMY"
"HAND AND WRIST - RHEUMATOID HAND RECONS INCLUDING SYNOVECTOMY, BONE/JOINT PROC WITH/WITHOUT  REPLACE"
"ELBOW, DISLOCATION , LIGAMENT REPAIR (SINGLE)"
"KIDNEY TRANSPLANT, DONATION (LIVE DONOR), OPEN"
"Lymph Node (Inguinal), Various Lesions, Limited Excision (SE805L)"
"ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, SIMPLE (SK801A)"
"BRONCHUS/LUNG, BRONCHOSCOPY WITH BIOPSY, BRONCHOALVEOLAR LAVAGE"
"SINUSES, TURBINOPLASTY, SUBMUCOSAL, ENDOSCOPIC (SM704S)"
"Muscle (Upper Limb), Rupture, Repair (SB849M)"
"BONE (LOWER LIMB), GRADE 1 AND 2 OPEN FRACTURES/OPEN DISLOCATION OR OPEN FRACTURE-DISLOCATION WOUND"
"ESOPHAGUS, MOTILITY DISORDER, LONG MYOTOMY (THORACOSCOPIC/OPEN)"
"Artery, Arterio-Venous Fistula, Dissection and Repair with Restoration of Continuity (SD817A)"
"MANDIBLE OR MAXILLA, TUMOR, MARGINAL RESECTION WITH BONE GRAFT"
"LIVER, VARIOUS LESIONS, LOBECTOMY (3 - 4 SEGMENTS), OPEN OR LAP"
"SPINE, INFECTION, POSTERIOR DRAINAGE AND DEBRIDEMENT WITHOUT FUSION OR OTHER PROCEDURES (SB748S)"
"MAXILLA, VARIOUS LESIONS, OSTECTOMY/OSTEOTOMY (ONE SEGMENT ONLY)"
"Urethra, Injury, Repair/Urethroplasty of Anterior Urethra (SG816U)"
"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, BILATERAL HERNIORRHAPHY (LAPAROSCOPIC OR OPEN)"
"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (SH808P)"
"NOSE, VARIOUS LESIONS, RHINOPLASTY (SECONDARY REVISION) (SM722N)"
"Skin and Subcutaneous Tissue, Wound (Large>3cm), Secondary Suture (SA854S)"
"PAROTID, TOTAL PAROTIDECTOMY, WITH/WITHOUT PRESERVATION OF FACIAL NERVE"
"GALLBLADDER, CHOLECYSTITIS, IMAGING GUIDED PERCUTANEOUS CHOLECYSTOSTOMY"
"LIP, MUCOUS CYST/MUCOCELE, REMOVAL"
"KIDNEY TRANSPLANT, DONATION (LIVE DONOR), OPEN/MIS (SG706K)"
"PROSTATE GLAND, ABSCESS, RETROPUBIC/ENDOSCOPIC DRAINAGE"
"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITH RESECTION"
"SKIN AND SUBCUTANEOUS TISSUE, BURNS, ESCHAROTOMY (EXTENSIVE)"
"UTERUS, RETAINED PLACENTA, MANUAL REMOVAL IN OT/GA"
"BRAIN, HYDROCEPHALUS, REVISION/REMOVAL OF SHUNT"
"ANUS, INCONTINENCE, OPERATION"
"TESTIS, VARIOUS LESIONS, ORCHIDECTOMY (SIMPLE) (LAPAROSCOPIC)"
"Skin and Subcutaneous Tissue, Defect, Staged Local Flap(Division) (SA830S)"
"EAR (MIDDLE), VARIOUS LESIONS (BENIGN CONDITION), EXCISION BIOPSY"
"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (MODERATE) (SE811L)"
"ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, REPAIR"
"JOINTS (OTHER THAN HAND EXCLUDING WRIST), VARIOUS LESIONS, SYNOVECTOMY"
"HEART, CORONARY ARTERY BYPASS GRAFT AND VALVE SURGERY"
"FALLOPIAN TUBE, TUBAL PATHOLOGY, SALPINGECTOMY, MIS (SI705F)"
"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy (SI812U)"
"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND SMALL FULL THICKNESS GRAFT (SA810S)"
"SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (UNILATERAL)"
"SHOULDER, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT, OPEN/MIS/NAVIGATED"
"URETHRA, VARIOUS LESIONS, POSTERIOR URETHROPLASTY (SG827U)"
"SKULL, COMPOUND FRACTURE WITHOUT DURAL PENETRATION, OPERATION"
"SPINE, VARIOUS LESIONS -- ANTERIOR DECOMPRESSION, CORPECTOMY,DEBRIDEMENT, BIOPSY STABILISATION WITHO"
"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (>3CM) (SG715B)"
"Heart, Coronary Disease, Coronary Artery Bypass Graft (Open) (SD812H)"
"TRACHEA, TRACHEOSTOMY, REPLACEMENT (SC721T)"
"URETER, VARIOUS LESIONS, REPLACEMENT BY BOWEL"
"LARYNX, TUMOR, PARTIAL LARYNGECTOMY"
"JOINTS (LOWER LIMB), DISLOCATIONS, WOUND DEBRIDEMENT"
"SKIN, BURNS (LESS THAN 10%), DRESSING"
"FACE, INFECTION / OSTEOMYELITIS, MAJOR DRAINAGE/SEQUESTRECTOMY"
"RADIUS AND ULNA, FRACTURE/DISLOCATION, NON UNION/DELAYED UNION BONE GRAFTING ONLY"
"ORBIT, VARIOUS LESIONS, DECOMPRESSION (UNILATERAL) (SL805O)"
"URETHRA, FISTULA, CLOSURE"
"CYSTODIATHERMY (77501179)"
"LARYNX AND TRACHEA, VARIOUS LESIONS, MAJOR MICROSURGERY WITHOUT RECONSTRUCTION (SM704L)"
"ELBOW, CORONOID FRACTURE, ORIF (SB702E)"
"AORTA, RUPTURED ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT"
"ARTERY, BYPASS, DISTAL LEG/PEDAL WITH VEIN (SD714A)"
"BLADDER, VESICO-INTESTINAL FISTULA, CLOSURE (SG815B)"
"ARTERY, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAM OF MULTIPLE VESSELS"
"FACE, DEFECT / DEFORMITY, RECONSTRUCTION / INSERTION OF IMPLANT"
"HIP, VARIOUS LESIONS, EXCISION/INTERPOSITION ARTHROPLASTY"
"OVARY, MALIGNANT TUMOR/CYST, TOTAL HYSTERECTOMY BILATERAL SALPINGO-OOPHORECTOMY WITH OMENTECTOMY, SU"
"SK,BASE,ENDO OR OPN RESECT OF SKULL BASE SOFT TISS TU W RES OF BONE AND DURA(INTRADURAL,INCL CLIVUS,"
"SOFT TISSUE (LOWER LIMB), SMALL TUMORS (BENIGN), EXCISION BIOPSY UNDER GENERAL ANESTHESIA"
"KNEE, VARIOUS LESIONS, EXCISION/INTERPOSITION ARTHROPLASTY (SB806K)"
"HEART, REPLACEMENT OF PACEMAKER"
"NOSE, VARIOUS LESIONS, EXAMINATION"
"UTERUS, PREGNANCY AND MULTIPARITY, COMPLICATED CAESAREAN SECTION AND TUBAL LIGATION (SEE FOOTNOTE FO"
"Knee, Ligaments/Meniscus/Cartilage/Bone combined, MIS primary double bundle ACL or PCL reconstructio"
"ORBIT, VARIOUS LESIONS, RECONSTRUCTION OF FLOOR/ROOF WITH BONE GRAFT"
"SINUSES - NASAL, VARIOUS LESIONS, FRONTO-ETHMOIDECTOMY (RADICAL) WITH OSTEOPLASTIC FLAP"
"MOUTH, VARIOUS LESIONS OF ORAL MUCOSA (LARGE/MULTIPLE), CRYOSURGICA/LASER APPLICATION WITH BIOPSY"
"BRONCHUS/TRACHEA, VARIOUS LESIONS, LASER APPLICATION"
"URETER, VARIOUS LESIONS,  REIMPLANTATION, UNILATERAL"
"EYELIDS, EXPOSURE, TARSORRHAPHY (TEMPORARY) (SL828E)"
"Upper Limb/Lower Limb, Fracture, External Fixation, Multiple Planes (SB700U)"
"BOWELS, ENDOSCOPIC ULTRASOUND WITH STENT INSERTION (SF720B)"
"SOFT TISSUE (LOWER LIMB), TUMOR/TUMOR-LIKE LESIONS, MARGINAL EXCISION"
"Penis, Hypospadias, Urethral Reconstruction & Correction of Chordee (SH807P)"
"ARTERY (LARGE), VARIOUS LESIONS, LIGATION"
"PENIS, VARIOUS LESIONS, INSERTION OF PENILE PROSTHESIS (SH825P)"
"ARTERY, STENOSIS / OCCLUSION, PERCUTANEOUS ATHERECTOMY (MECHANICAL OR  LASER) (SD719A)"
"ZYGOMA, FRACTURE, ELEVATION (SB801Z)"
"MOUTH, PERIODONTIUM, BONE DEFECT/DEFORMITY, AUGMENTATION (AUTOGENOUS) /REGENERATION"
"KIDNEY, VARIOUS LESIONS, PERCUTANEOUS ANTEGRADE NEPHROSTOGRAPHY (PCN)"
"KIDNEY TRANSPLANT, RECIPIENT"
"BREAST, DROOPING, MASTOPEXY/REDUCTION  (BILATERAL)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), DIRECT FLAP (CROSS ARM/RAD"
"GALLBLADDER, VARIOUS LESIONS, OPEN/LAPAROSCOPIC CHOLECYSTECTOMY AND TRANSCYSTIC COMMON BILE DUCT EXP"
"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ASPIRATION (SA834S)"
"BROW, DIRECT BROWPLASTY, BILATERAL"
"GALL BLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY (OPEN OR LAP) (FOR CGH USE ONLY)(SF801GLA)"
"MANDIBLE, VARIOUS LESIONS, SEGMENTAL RESECTION WITH BONE GRAFT"
"LYMPH NODE (RETROPERITONEAL), VARIOUS LESIONS, LIMITED EXCISION (SE807L)"
"STOMACH, PYLOROMYOTOMY, LAPAROSCOPIC"
"SOFT TISSUE (UPPER LIMB), TUMORS (BENIGN), MAJOR EXCISION BIOPSY"
"SHOULDER, SHOULDER SOFT TISSUE INJURY, ARTHROSCOPIC/OPEN DECOMPRESSION WITH CUFF REPAIR"
"CERVIX, TRANSCERVICAL RESECTION (TCR) MYOMA (<3CM), HYSTEROSCOPIC (SI702C)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, DIRECT FLAP (CROSS FINGER/SIMILAR FLAPS) (SA821S)"
"TONGUE, TRANSORAL RESECTION OF TONGUE BASE MUSCLE WITH OR WITHOUT LINGUAL TONSIL EXCISION (SF723T)"
"ANUS, ANO-RECTAL PROLAPSE, CIRCUMANAL SUTURE"
"URETER, CALCULUS, ULTRASOUND LITHOTRIPSY (SG702U)"
"BREAST, POST MASTECTOMY, RECONSTRUCTION USING TRANSVERSE RECTUS ABDOMINIS FREE MUSCULOCUTANEOUS FLAP"
"BREAST, TUMOR (MALIGNANT), SIMPLE MASTECTOMY WITH AXILIARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIO"
"BRAIN, ACOUSTIC TUMOR/CEREBELLO-PONTINE ANGLE TUMOR, EXCISION, COMPLEX"
"SKULL, OSTEOMYELITIS, CRANIECTOMY"
"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL THYROIDECTOMY"
"MANDIBLE OR MAXILLA, VARIOUS LESIONS, ALVEOLOPLASTY WITH EPITHELIAL GRAFT, OR BILATERAL SINUS-LIFT P"
"SPINE, DEFORMITIES, CORRECTIVE OSTEOTOMY - WITH / WITHOUT COMPUTER NAVIGATION"
"NOSE, VARIOUS LESIONS, SEPTOPLASTY/SUBMUCOUS RESECTION (SM724N)"
"Mouth, Abscess (Deep), Drainage (Includes Submasseteric, Submandibular, Temporal, and Pterygomandibu"
"Breast, Tu (Malignant), Wide Excision/ Lumpectomy/Segmental MX/ Partial MX, with Axiliary Clearance,"
"BONE (UPPER LIMB), GRADE 1 AND 2 OPEN FRACTURES/OPEN DISLOCATION OR OPEN FRACTURE-DISLOCATION WOUND "
"URETHRA, VALVES/MEMBRANE, RESECTION (ENDOSCOPIC)"
"SPINE, VARIOUS LESIONS, IMAGING GUIDED LUMBAR PUNCTURE / MYELOGRAM / INTRATHECAL CHEMOTHERAPY (SK746"
"KNEE, VARIOUS LESIONS, ARTHRODESIS"
"Foot, Crush Injuries (Simple), Wound Debridement (SB831F)"
"VULVA, LACERATION, DEBRIDEMENT/SUTURE >5CM (COMPLICATED/ MORE THAN 1)"
"VAGINA, LACERATIONS (SIMPLE), DEBRIDEMENT/SUTURE (EXCLUDES EPISIOTOMY) (SI809V)"
"UTERUS, PREGNANCY, COMPLICATED VAGINAL DELIVERY (E.G. TWINS, BREECH, INSTRUMENTAL DELIVERY)"
"NERVE-FACIAL (MASTOID PORTION), ENTRAPMENT, DECOMPRESSION (SK805N)"
"THORAX, VARIOUS LESIONS, INTERCOSTAL DRAIN (INSERTION WITHOUT RESECTION OF RIB)"
"SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (LARGE)"
"VEIN, VARIOUS LESIONS, ENDOVASCULAR STENT GRAFT / STENT PLACEMENT (SD718V)"
"Spine, Various Lesions --, Decompression, Spinal Instrumentation , Multiple Levels >1 - with Compute"
"MANDIBLE AND / OR MAXILLA, VARIOUS LESIONS, INSERTION OF TRANSMANDIBULAR IMPLANT/ SUBPERIOSTEAL IMPL"
"Cervix, Polyp, Excision/Erosion (Complicated) Includes D&C with Biopsy (SI805C)"
"ARTERY, VARIOUS LESIONS, FLUSH AORTOGRAM OR SINGLE VESSEL DIAGNOSTIC ANGIOGRAM"
"VAGINA, SIMPLE TUMOR/GARTNER'S CYST, REMOVAL WITH BIOPSY"
"SOFT TISSUE (LOWER LIMB), CONTRACTURE, MAJOR RELEASE"
"ANUS, VARIOUS LESIONS, BIOPSY OF MUSCLE/MUCOSA (SF846A)"
"MOUTH, VARIOUS LESIONS, UVULOTOMY"
"TENDON SHEATH (UPPER LIMB), TENOSYNOVITIS (MULTIPLE), DRAINAGE (SB807T)"
"BRAIN, INTRACRANIAL ABSCESS, DRAINAGE VIA BURR-HOLE"
"FILLING II (AMALGAM)"
"BLADDER, DIVERTICULUM, MIS EXCISION (SG702B)"
"TOOTH, SIMPLE UNERUPTED/PARTIALLY ERUPTED/IMPACTED/FRACTURED, REMOVAL OF MULTIPLE ROOTS"
"ARTERY, VARIOUS LESIONS, LIGATION (INCLUDE REPAIR OF ARTIFICIAL ARTERIO-VENOUS FISTULA) (SD826A)"
"RADIOTHERAPY, INTERSTITIAL BRACHYTHERAPY (WITHOUT OPEN SURGERY): PROSTATE (SA702R)"
"SPINE, VARIOUS LESIONS, POSTERIOR INSTRUMENTATION (3 OR MORE SEGMENTS) WITH/WITHOUT DECOMPRESSION AN"
"Skin and Subcutaneous Tissue, Defect (Deep), Direct Flap (Cross Arm/Radial Fore Arm/Abdominal/Simila"
"CERVIX, POLYP/EROSION, LASER THERAPY WITHOUT COLPOSCOPY"
"FEMUR, FRACTURE (FEMUR SHAFT), INTRAMEDULLARY NAILING/ROD (WITH OR WITHOUT LOCKING)"
"URETHRA, VARIOUS LESIONS, EXCISION"
"ARTERIOVENOUS FISTULA, LIGATION OF SIDE BRANCH (SD708A)"
"EAR, EXOSTOSIS OBTURANS, EXCISION BIOPSY"
"SPINE, PERCUTANEOUS DISC ABLATION, 2 OR MORE LEVELS (EG. IDET - INTRADISCAL ELECTROTHERMAL ANNULOPLA"
"BLADDER, TUMOR, ANTERIOR EXENTERATION (FEMALE) (SG809B)"
"NOSE, VARIOUS LESIONS, RHINOPLASTY (AUGMENTATION EXCLUDING COST OF IMPLANTS) (SM718N)"
"LARYNX, GLOTTIS, ELMS (ENDOSCOPIC LARYNGEAL MICROSURGERY/PHONOSURGERY) (SM700L)"
"PROSTATE GLAND, LASER TRANSURETHRAL RESECTION OF PROSTATE (TURP), LARGE GLAND > 30GM"
"TESTIS, VARIOUS LESIONS, EXPLORATION/REPAIR"
"FACE, INTRAOSSEOUS TUMOR (LARGE), EXCISION"
"Skin and Subcutaneous Tissue, Laceration (Superficial) of less than 7cm, Repair (SA843S)"
"Lower Limb, open tendon release (including open soft tissue releases e.g. gastrocnemius recession) ("
"THORAX, VARIOUS LESIONS, THORACOTOMY (EXPLORATION) WITH/WITHOUT BIOPSY (SC811T)"
"Elbow, Fracture/ Dislocation, Repair of Ligaments/ ORIF (SB801E)"
"VEIN, BLEEDING VARICOSITIES/VASCULAR MALFORMATION, IMAGE GUIDED SCLEROTHERAPY INJECTION (SD717V)"
"VAGINA, CYSTOCOELE, ANTERIOR REPAIR / KELLY'S OPERATION (SI802V)"
"Colon, Colostomy, Closure (SF800C)"
"ARTERY, BYPASS, VISCERAL, MULTIPLE"
"FOOT, FRACTURES, SIMPLE, SINGLE (SB722F)"
"Bronchus/Lung, Bronchoscopy with/without biopsy (SC703B)"
"SPINE, VARIOUS LESIONS, IMAGING GUIDED EPIDURAL / SPINAL CATHETER / DRAIN INSERTION"
"EAR, VARIOUS LESIONS, OSSICULAR CHAIN RECONSTRUCTION WITH/WITHOUT MYRINGOPLASTY"
"BLADDER, VARIOUS LESIONS, TOTAL CYSTECTOMY WITH ILEAL CONDUIT"
"NOSE, VARIOUS LESIONS, RHINOPLASTY (RESTORATION OF THE FACE INVOLVING AUTOGENOUS BONE OR COSTAL CART"
"Liver Transplant, Recipient (SF702L)"
"EAR, BILATERAL PREAURICULAR SINUS EXCISION"
"KNEE, VARIOUS LESIONS, MANIPULATION AND EXAMINATION UNDER ANESTHESIA"
"URETHRA, EXCISION OF URETHRAL DIVERTICULUM"
"RECTUM, TUMOR, ANTERIOR RESECTION/ABDOMINO -PERINEAL RESECTION WITH SALPINGO-OOPHORECTOMY AND TOTAL"
"BILE DUCT, ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP)"
"EYELIDS, VARIOUS LESIONS, UPPER BLEPHAROPLASTY, UNILATERAL (SL848E)"
"PANCREAS, VARIOUS LESIONS, ENUCLEATION OF LESIONS (1 TO 2)"
"LYMPH NODE, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY - SUPERFICIAL"
"Joints, Various Lesions, Revision Total Joint Replacement,Open/MIS/Navigated (SB706J)"
"Brain, Intracerebral Tumor, Biopsy and/or Decompression/Removal Via Craniotomy, Complex (SK708B)"
"CERVICAL SPINE, VARIOUS LESIONS, APPLICATION OF CALIPERS"
"DUODENUM, TRAUMA, BYPASS OPERATION (SF802D)"
"TRACHEA, TRACHEO-ESOPHAGEAL FISTULA, LIGATION AND DIVISION (SC815T)"
"Hand, Complex Injuries, Microsurgical Repair/Reconstruction, >1 Digit  (SB707H)"
"SKIN AND SUBCUTANEOUS TISSUE, TUMOR/CYST/ULCER/ SCAR, EXCISION/PUNCH/SHAVE BIOPSY, LESION SIZE UP TO"
"OVARY, TUMOR/CYST, OVARIAN CYSTECTOMY, MIS /ROBOTIC(COMPLICATED) (>5CM)"
"STOMACH/DUODENUM, PERFORATED ULCER, REPAIR (MIS OR OPEN) (SF712S)"
"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY OPEN (SG800K)"
"JOINTS (FOOT EXCLUDING ANKLE), SYNOVITIS, SYNOVECTOMY (SB804J)"
"WRIST, DISTAL RADIUS FRACTURE, M&R, PERCUTANEOUS PINNING"
"UTERUS, MALIGNANT CONDITION, POSTERIOR PELVIC EXENTERATION (SI826U)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 1/2 TO LESS THAN 2%)"
"ESOPHAGUS/STOMACH, GASTROSCOPY WITH THERAPY- EG APC-FULGARISATION OF TUMOR (SF808E)"
"HAND, COMPLEX INJURIES, MICROSURGICAL REPAIR/RECONSTRUCTION, SINGLE DIGIT  (SB803H)"
"Knee, Meniscus/Cartilage ( small defects ), MIS/open Mosaicplasty or OATS (SB712K)"
"EAR, TOTAL AMPUTATION, MICROVASCULAR RECONSTRUCTION"
"Tooth (Superficial), Unerupted/Partially Erupted/Impacted, Excision with Removal of Bone and Tooth D"
"VULVA, MALIGNANT CONDITION WIDE LOCAL EXCISION WITH SKIN FLAP CLOSURE"
"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)"
"ARTERY, VARIOUS LESIONS, BY-PASS/GRAFT"
"ABDOMINAL CAVITY, LYMPHOMA,FOR GRADING LYMPHOMA WITH SPLENECTOMY/LIVER/LYMPH NODE BIOPSY (LAPAROSCOP"
"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy (SJ802T)"
"CERVICAL SPINE, VARIOUS LESIONS - ANTERIOR DECOMPRESSION AND FUSION OR DISC REPLACEMENT (1 SEGMENT) "
"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE (UNILATERAL) (WITH ENDONEUROLYSIS) (SK717N)"
"LIVER, ABSCESS, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION"
"HAND, CLOSED FRACTURE, ORIF COMPLEX (MULTIPLE), JOINT"
"KNEE, MENISCUS/CARTILAGE ( SMALL DEFECTS ), OPEN/ARTHROSCOPIC MOSAICPLASTY OR OATS"
"TIBIA, DELAYED/NON-UNION, RECONSTRUCTION (SB826T)"
"COLON, COLOSTOMY, RESECTION AND REANASTOMOSIS"
"Skull,Base,Endo or opn resect of skull base soft tiss tu,(incl nasopharyngectomy) with resect of bon"
"FOOT, CRUSH INJURIES (COMPLEX), WOUND DEBRIDEMENT (SB830F)"
"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA /CARBUNCLE CELLULITIS/SIMILAR LESION>3CM, SAUCERISATION/INCIS"
"BRAIN, EPILEPSY, CRANIOTOMY, COMPLEX (AWAKE CRANIOTOMY)"
